player_id,name,position,team_name,current_price,status,predicted_minutes,expected_points_baseline,expected_points_ensemble,xpts_linear,xpts_ridge,xpts_rf,xpts_gb,injury_risk,rotation_risk,points_per_million,value_rank,web_name,photo_url,photo_code,team_short,selected_by_percent,transfers_in,transfers_out
373,Virgil van Dijk,DEF,Liverpool,6.0,a,1.0475694444444528,3.038230771604938,3.1610625659810307,3.364114260365976,3.326540302411442,3.038230490827161,3.038197285473412,0.05,0.05,0.5268437609968385,148.0,Virgil,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,97032.jpg,LIV,24.0,18826,12282
349,Isaac Schmidt,DEF,Leeds,4.0,a,3.890221478286548e-14,3.04,3.074350919367053,3.1281080453914747,3.123691647136528,3.040000000000001,3.0399549043072622,0.05,0.25,0.7685877298417634,2.0,Schmidt,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,492368.jpg,LEE,0.2,56,127
541,Reinildo Mandava,DEF,Sunderland,4.0,a,0.4088194444444684,3.037928648148148,3.0474785509553985,3.0667194298313323,3.05319799226208,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618696377388496,5.0,Reinildo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,434399.jpg,SUN,7.0,2958,1142
542,Jenson Seelt,DEF,Sunderland,4.0,a,0.3878194444444684,3.0380350481481484,3.047440089373977,3.066619767803539,3.053105346382766,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618600223434943,6.0,Seelt,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,519634.jpg,SUN,0.3,143,152
73,Adam Smith,DEF,Bournemouth,4.5,a,1.0475694444444406,3.038230771604938,3.045743103253598,3.0739167910577008,3.040143330231843,3.0382307716049386,3.038193851768568,0.05,0.05,0.6768318007230217,53.0,Smith,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,54469.jpg,BOU,0.4,4205,294
382,Florian Wirtz,MID,Liverpool,8.5,a,1.053569444444462,1.8988878989197528,2.3577260122587824,3.0577855794051665,3.034189712148492,1.898887570590779,1.8988796285586944,0.05,0.05,0.2773795308539744,441.0,Wirtz,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,494595.jpg,LIV,34.0,7636,57355
235,Cole Palmer,MID,Chelsea,10.5,a,0.0060000000000239,1.899981,2.2668467578527145,2.826485608131396,2.80780723620863,1.899981741656783,1.8999774616099805,0.05,0.15,0.2158901674145442,491.0,Palmer,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,244851.jpg,CHE,63.5,13077,6685
387,Dominik Szoboszlai,MID,Liverpool,6.5,a,1.0865694444444567,1.8988530655864195,2.2350793643807734,2.743756952245125,2.7350939021513647,1.8988525417292783,1.89884088404882,0.05,0.05,0.3438583637508882,337.0,Szoboszlai,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,424876.jpg,LIV,2.1,1076,3301
340,Alex Cairns,GKP,Leeds,4.0,a,3.517186542012496e-14,1.9,2.1226430580159708,2.458067287283256,2.4551563398413383,1.899999994725602,1.899991673504056,0.05,0.25,0.5306607645039927,146.0,Cairns,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,97846.jpg,LEE,0.2,83,85
449,Bruno Borges Fernandes,MID,Man Utd,9.0,a,0.0060000000000309,1.899981,2.122417188455469,2.461549679938691,2.450596251449409,1.8999812746396316,1.8999774616099805,0.05,0.15,0.2358241320506076,473.0,B.Fernandes,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,141746.jpg,MUN,22.4,10386,6498
299,Iliman Ndiaye,MID,Everton,6.5,a,0.0120000000000277,1.8999366666666664,2.1143995771545656,2.438914300502184,2.4332415536255927,1.899949085645014,1.899943860355024,0.05,0.25,0.3252922426391639,368.0,Ndiaye,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,440993.jpg,EVE,12.1,3100,6083
470,Martin Dúbravka,GKP,Burnley,4.0,a,0.4088194444444535,1.8987054050925924,2.0941259936786527,2.392950464617301,2.381725330118013,1.8986470399074071,1.8986600938431344,0.05,0.15,0.5235314984196632,151.0,Dúbravka,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,67089.jpg,BUR,35.0,9553,1471
430,Erling Haaland,FWD,Man City,14.0,a,7.460698725481052e-15,1.9,1.8314886411351752,1.7380261200573774,1.7194263317049137,1.899999994725602,1.8999907644623792,0.05,0.05,0.1308206172239411,516.0,Haaland,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,223094.jpg,MCI,24.2,7986,6014
365,Lukas Nmecha,FWD,Leeds,5.0,a,2.984279490192421e-14,1.9,1.806234995210494,1.6656685133252112,1.6655168837487784,1.899999994725602,1.899989589527277,0.05,0.25,0.3612469990420988,313.5,Nmecha,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,174594.jpg,LEE,0.4,295,566
654,Jørgen Strand Larsen,FWD,Wolves,6.5,a,0.0390000000000234,1.8998765,1.7788046112723477,1.5996049763055984,1.5947020715223443,1.899899137191152,1.8999177341514903,0.05,0.15,0.2736622478880535,442.0,Strand Larsen,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,247412.jpg,WOL,4.9,2429,2838
