player_id,name,position,team_name,current_price,status,predicted_minutes,expected_points_baseline,expected_points_ensemble,xpts_linear,xpts_ridge,xpts_rf,xpts_gb,injury_risk,rotation_risk,points_per_million,value_rank,web_name,photo_url,photo_code,team_short,selected_by_percent,transfers_in,transfers_out
348,Joe Rodon,DEF,Leeds,4.0,a,3.9435121834685565e-14,3.04,0.23629083938532616,3.1281080453914747,3.123691647136528,3.040000000000001,3.0399549043072622,0.05,0.25,0.7685877298417634,2.0,Rodon,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,214225.jpg,LEE,2.3,655,450
541,Reinildo Mandava,DEF,Sunderland,4.0,a,0.4088194444444684,3.037928648148148,0.2321781379633304,3.0667194298313323,3.05319799226208,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618696377388496,5.0,Reinildo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,434399.jpg,SUN,7.0,2958,1142
542,Jenson Seelt,DEF,Sunderland,4.0,a,0.3878194444444684,3.0380350481481484,0.23217227745809185,3.066619767803539,3.053105346382766,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618600223434943,6.0,Seelt,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,519634.jpg,SUN,0.3,143,152
191,Maxime Estève,DEF,Burnley,4.0,a,27.160910081585087,2.902384722253302,0.2252334242534985,3.1395261410330777,3.1227074247776736,2.921593649672749,2.902357926307146,0.05,0.15,0.7503889395731698,7.0,Estève,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,477717.jpg,BUR,20.6,8034,1747
197,Oliver Sonne,DEF,Burnley,4.0,a,14.640868414918424,2.96581960003108,0.22375468322869693,3.0323369185741478,3.0242957285821896,2.9680098449782624,2.9657795067903234,0.05,0.15,0.7479215921951594,8.0,Sonne,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,519895.jpg,BUR,0.1,69,112
340,Alex Cairns,GKP,Leeds,4.0,a,3.517186542012496e-14,1.9,0.1126403387935848,2.458067287283256,2.4551563398413383,1.899999994725602,1.899991673504056,0.05,0.25,0.5306607645039927,146.0,Cairns,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,97846.jpg,LEE,0.2,83,85
361,Darko Gyabi,MID,Leeds,4.5,a,3.4638958368304884e-14,1.9,0.09784110300586574,2.396888279358343,2.394604265442653,1.899999994725602,1.899991673504056,0.05,0.25,0.4662881870113892,174.0,Gyabi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,470294.jpg,LEE,0.1,68,79
470,Martin Dúbravka,GKP,Burnley,4.0,a,0.4088194444444535,1.8987054050925924,0.10963409193501511,2.392950464617301,2.381725330118013,1.8986470399074071,1.8986600938431344,0.05,0.15,0.5235314984196632,151.0,Dúbravka,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,67089.jpg,BUR,35.0,9553,1471
308,Isaac Heath,MID,Everton,4.5,a,2.2915003228263232e-14,1.9,0.08722049285592477,2.1026489518151106,2.10306756096928,1.899999994725602,1.899991673504056,0.05,0.25,0.44025369669954,187.5,Heath,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,496279.jpg,EVE,0.0,34,63
307,Coby Ebere,MID,Everton,4.5,a,2.2915003228263232e-14,1.9,0.08722049285592477,2.1026489518151106,2.10306756096928,1.899999994725602,1.899991673504056,0.05,0.25,0.44025369669954,187.5,Ebere,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,504296.jpg,EVE,0.0,37,47
131,Yunus Emre Konak,MID,Brentford,4.5,a,1.1191048088221578e-14,1.9,0.08606569759202776,2.0711688424261108,2.0687535940892383,1.899999994725602,1.8999916890565665,0.05,0.15,0.4373295162232498,191.0,Konak,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,628204.jpg,BRE,0.2,61,113
133,Myles Peart-Harris,MID,Brentford,4.5,a,1.1191048088221578e-14,1.9,0.08606569759202776,2.0711688424261108,2.0687535940892383,1.899999994725602,1.8999916890565665,0.05,0.15,0.4373295162232498,191.0,Peart-Harris,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,450539.jpg,BRE,0.0,47,60
313,Martin Sherif,FWD,Everton,4.5,a,0.006288888888908,1.8999668086419752,0.0652402409702115,1.4326437687009548,1.4345654011374855,1.8999663913572868,1.899962055890441,0.05,0.25,0.3807601781530425,262.0,Sherif,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,536241.jpg,EVE,0.2,210,289
137,Iwan Morgan,FWD,Brentford,4.5,a,7.460698725481052e-15,1.9,0.06424241173398584,1.4011280843178924,1.4002182867940487,1.899999994725602,1.8999896050797875,0.05,0.15,0.3778371540285748,279.0,Morgan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,533710.jpg,BRE,0.5,432,556
562,Ahmed Abdullahi,FWD,Sunderland,4.5,a,1.9184653865522703e-14,1.9,0.06110005574555398,1.2945591040527376,1.2962647254560882,1.899999994725602,1.8999881264255505,0.05,0.15,0.3684805309060258,301.0,Abdullahi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,611975.jpg,SUN,0.6,267,516
