player_id,name,position,team_name,current_price,status,predicted_minutes,expected_points_baseline,expected_points_ensemble,xpts_linear,xpts_ridge,xpts_rf,xpts_gb,injury_risk,rotation_risk,points_per_million,value_rank,web_name,photo_url,photo_code,team_short,selected_by_percent,transfers_in,transfers_out
349,Isaac Schmidt,DEF,Leeds,4.0,a,3.890221478286548e-14,3.04,3.6892211032404636,3.1281080453914747,3.123691647136528,3.040000000000001,3.0399549043072622,0.05,0.25,0.7685877298417634,2.0,Schmidt,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,492368.jpg,LEE,0.2,56,127
541,Reinildo Mandava,DEF,Sunderland,4.0,a,0.4088194444444684,3.037928648148148,3.656974261146478,3.0667194298313323,3.05319799226208,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618696377388496,5.0,Reinildo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,434399.jpg,SUN,7.0,2958,1142
542,Jenson Seelt,DEF,Sunderland,4.0,a,0.3878194444444684,3.0380350481481484,3.6569281072487723,3.066619767803539,3.053105346382766,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618600223434943,6.0,Seelt,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,519634.jpg,SUN,0.3,143,152
73,Adam Smith,DEF,Bournemouth,4.5,a,1.0475694444444406,3.038230771604938,3.6548917239043175,3.0739167910577008,3.040143330231843,3.0382307716049386,3.038193851768568,0.05,0.05,0.6768318007230217,53.0,Smith,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,54469.jpg,BOU,0.4,4205,294
476,Dan Burn,DEF,Newcastle,5.0,a,1.0878194444444418,3.0381627938271603,3.643007063073658,3.0377072192693726,3.0282363865108155,3.0375624474077147,3.0381275955446267,0.05,0.05,0.6071678438456098,118.0,Burn,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,78916.jpg,NEW,3.6,4391,1700
387,Dominik Szoboszlai,MID,Liverpool,6.5,a,1.0865694444444567,1.8988530655864195,2.6820952372569278,2.743756952245125,2.7350939021513647,1.8988525417292783,1.89884088404882,0.05,0.05,0.3438583637508882,337.0,Szoboszlai,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,424876.jpg,LIV,2.1,1076,3301
386,Alexis Mac Allister,MID,Liverpool,6.5,a,1.0865694444444562,1.8988530655864195,2.6223101285062063,2.6202113028730496,2.6095344092287656,1.8988528029792784,1.89884088404882,0.05,0.05,0.3361936062187444,358.0,Mac Allister,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,243016.jpg,LIV,1.7,3229,2293
340,Alex Cairns,GKP,Leeds,4.0,a,3.517186542012496e-14,1.9,2.5471716696191646,2.458067287283256,2.4551563398413383,1.899999994725602,1.899991673504056,0.05,0.25,0.5306607645039927,146.0,Cairns,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,97846.jpg,LEE,0.2,83,85
419,Jack Grealish,MID,Everton,6.5,a,0.0242500000000277,1.8998720138888887,2.5372742508591575,2.43898359631659,2.433306120901906,1.8998963802205693,1.899893567586856,0.05,0.25,0.3252915706229689,369.0,Grealish,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,114283.jpg,EVE,3.7,2323,1384
361,Darko Gyabi,MID,Leeds,4.5,a,3.4638958368304884e-14,1.9,2.517956209861502,2.396888279358343,2.394604265442653,1.899999994725602,1.899991673504056,0.05,0.25,0.4662881870113892,174.0,Gyabi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,470294.jpg,LEE,0.1,68,79
