player_id,name,position,team_name,current_price,status,predicted_minutes,expected_points_baseline,expected_points_ensemble,xpts_linear,xpts_ridge,xpts_rf,xpts_gb,injury_risk,rotation_risk,points_per_million,value_rank,web_name,photo_url,photo_code,team_short,selected_by_percent,transfers_in,transfers_out
373,Virgil van Dijk,DEF,Liverpool,6.0,a,1.0475694444444528,3.038230771604938,4.10938133577534,3.364114260365976,3.326540302411442,3.038230490827161,3.038197285473412,0.05,0.05,0.5268437609968385,148.0,Virgil,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,97032.jpg,LIV,24.0,18826,12282
73,Adam Smith,DEF,Bournemouth,4.5,a,1.0475694444444406,3.038230771604938,3.7310353014856577,3.0739167910577008,3.040143330231843,3.0382307716049386,3.038193851768568,0.05,0.05,0.6768318007230217,53.0,Smith,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,54469.jpg,BOU,0.4,4205,294
476,Dan Burn,DEF,Newcastle,5.0,a,1.0878194444444418,3.0381627938271603,3.794799024035061,3.0377072192693726,3.0282363865108155,3.0375624474077147,3.0381275955446267,0.05,0.05,0.6071678438456098,118.0,Burn,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,78916.jpg,NEW,3.6,4391,1700
478,Kieran Trippier,DEF,Newcastle,5.0,a,1.0475694444444412,3.038230771604938,3.786636562992865,3.024139558873673,3.00775861637762,3.038228126382717,3.03819182395473,0.05,0.05,0.6058618500788583,119.0,Trippier,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,77794.jpg,NEW,2.0,2692,916
477,Tino Livramento,DEF,Newcastle,5.0,a,1.0878194444444411,3.0381627938271603,3.786591336397496,3.0241472409566166,3.0077632958788723,3.038163606604935,3.0381275955446267,0.05,0.05,0.6058546138235995,120.0,Livramento,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,441191.jpg,NEW,3.6,2912,1130
382,Florian Wirtz,MID,Liverpool,8.5,a,1.053569444444462,1.8988878989197528,3.3597595674687653,3.0577855794051665,3.034189712148492,1.898887570590779,1.8988796285586944,0.05,0.05,0.2773795308539744,441.0,Wirtz,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,494595.jpg,LIV,34.0,7636,57355
235,Cole Palmer,MID,Chelsea,10.5,a,0.0060000000000239,1.899981,3.4569413057253895,2.826485608131396,2.80780723620863,1.899981741656783,1.8999774616099805,0.05,0.15,0.2158901674145442,491.0,Palmer,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,244851.jpg,CHE,63.5,13077,6685
387,Dominik Szoboszlai,MID,Liverpool,6.5,a,1.0865694444444567,1.8988530655864195,2.9614801578045244,2.743756952245125,2.7350939021513647,1.8988525417292783,1.89884088404882,0.05,0.05,0.3438583637508882,337.0,Szoboszlai,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,424876.jpg,LIV,2.1,1076,3301
340,Alex Cairns,GKP,Leeds,4.0,a,3.517186542012496e-14,1.9,2.5471716696191646,2.458067287283256,2.4551563398413383,1.899999994725602,1.899991673504056,0.05,0.25,0.5306607645039927,146.0,Cairns,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,97846.jpg,LEE,0.2,83,85
341,Karl Darlow,GKP,Leeds,4.0,a,0.0472500000000351,1.899750625,2.547143679107911,2.458334571138824,2.455405385049974,1.899797552496196,1.899763601768438,0.05,0.25,0.5306549331474815,147.0,Darlow,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Simon_Murray.png/250px-Simon_Murray.png,59735.jpg,LEE,3.3,759,716
